studentnum,e_ee_short_score,e_cs_score,expgrad4,e_attend_grad_school,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_reservation,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
98,NA,NA,1,0,0,0,1,0,21,0,IR004CS,0.4347826086956524,0,1.3043478260869563,119.56521739130434,3.4782608695652173,1.7391304347826086,0,4.782608695652174
99,NA,NA,1,1,0,0,1,1,20,0,IR004CS,0.8108108108108103,0,1.621621621621621,121.89189189189187,4.0540540540540535,1.8918918918918917,0.2702702702702703,4.324324324324325
100,NA,NA,1,1,0,0,1,1,22,0,IR004CS,1.111111111111111,0,1.1111111111111107,116.66666666666669,3.703703703703704,2.2222222222222223,0,4.814814814814815
101,NA,NA,1,0,1,0,1,1,21,0,IR004CS,0.5263157894736845,0,0.5263157894736842,95.26315789473684,3.6842105263157894,1.5789473684210529,0.5263157894736843,4.2105263157894735
102,NA,1.626813594778206,1,1,0,0,1,1,20,0,IR004CS,0.47619047619047616,0,0.9523809523809524,118.57142857142858,4.285714285714286,1.9047619047619049,0,4.761904761904762
103,NA,-0.20264982652241847,1,1,0,1,1,1,20,0,IR004CS,0.9523809523809524,0,1.4285714285714288,115.71428571428572,4.285714285714286,1.9047619047619049,0,5.238095238095238
104,NA,-0.20264982652241847,1,0,0,0,0,0,20,0,IR004CS,0.6666666666666667,0,1.6666666666666663,125.33333333333334,4.333333333333333,1.6666666666666663,0.3333333333333333,4.666666666666666
105,NA,-0.7253536611797397,1,1,1,0,0,1,21,0,IR004CS,0.6451612903225811,0,1.2903225806451617,110,3.548387096774194,1.6129032258064515,0.3225806451612905,4.516129032258064
106,NA,NA,1,1,0,0,1,1,20,0,IR004CS,0.47619047619047594,0,1.4285714285714288,125.23809523809524,3.333333333333334,1.9047619047619049,0,4.285714285714286
107,-0.21439010861039917,NA,1,0,0,0,1,1,20,0,IR004EE,0.7692307692307694,0,0,68.46153846153845,0.7692307692307693,0,0,6.923076923076923
108,-0.571706956294398,NA,1,0,0,0,1,0,20,0,IR004EE,1.9047619047619049,0,0.9523809523809524,90.95238095238096,2.3809523809523805,1.9047619047619049,0.47619047619047605,5.238095238095238
109,-1.2863406516623956,NA,1,0,0,0,1,0,21,0,IR004EE,0.7692307692307693,0,0,72.3076923076923,1.5384615384615383,0.7692307692307693,0,5.384615384615384
110,2.6441446728615916,NA,1,0,0,0,1,1,19,0,IR004EE,1.1111111111111112,0,0,62.22222222222222,1.1111111111111112,1.1111111111111112,0,6.666666666666666
111,0.14292673907359968,NA,1,1,0,1,1,0,20,0,IR004EE,0.5,0,0,75,1.5000000000000002,1.0000000000000002,0,5.5
112,-0.21439010861039917,NA,1,1,0,1,1,0,20,0,IR004EE,1.0000000000000002,0,0,74,2,1.0000000000000002,0,5.5
113,-0.21439010861039917,NA,1,1,0,0,1,0,19,0,IR004EE,0.47619047619047616,0,0,76.66666666666667,1.9047619047619049,0.9523809523809524,0,5.7142857142857135
114,0.14292673907359968,NA,1,1,1,0,1,0,21,0,IR004EE,1,0,0,75,2,1,0,4
115,0.5002435867575985,NA,1,1,0,0,0,0,20,0,IR004EE,0.6666666666666666,0,0,68.66666666666666,2.0000000000000004,0.6666666666666666,0,5.333333333333333
116,-0.571706956294398,NA,1,0,0,0,1,0,21,0,IR004EE,1.5789473684210529,0,0,71.05263157894737,2.105263157894737,1.0526315789473684,0,5.7894736842105265
117,NA,NA,1,NA,0,0,0,0,20,0,IR004EE,1.4285714285714288,0,0,67.61904761904762,1.9047619047619049,0.9523809523809524,0,5.238095238095238
118,-0.9290238039783968,NA,1,1,0,0,1,0,20,0,IR004EE,0.8000000000000002,0,0,86.4,2.3999999999999995,0.8000000000000002,0,6.800000000000001
119,-1.6436574993463946,NA,1,1,0,0,1,0,0,1,IR004EE,0.47619047619047605,0,0,84.28571428571429,2.380952380952381,0.952380952380952,0,5.7142857142857135
120,-0.21439010861039917,NA,1,0,0,1,1,1,19,0,IR004EE,0.47619047619047616,0,0,73.80952380952381,1.9047619047619049,0.47619047619047616,0,5.238095238095238
121,-0.9290238039783968,NA,1,1,0,0,1,0,21,0,IR004EE,0.909090909090909,0,0,72.72727272727272,1.3636363636363638,0.909090909090909,0,5.909090909090909
122,NA,NA,1,NA,0,0,0,0,20,0,IR004EE,1.5789473684210522,0,1.0526315789473686,99.47368421052632,1.5789473684210522,2.1052631578947367,0,5.263157894736842
123,-1.2863406516623956,NA,1,0,0,0,1,0,21,0,IR004EE,1.0000000000000002,0,0,79,2,1.0000000000000002,0,5.5
124,0.14292673907359968,NA,1,1,0,0,0,0,23,0,IR004EE,0,0,0,44,4,0,0,8
125,-1.2863406516623956,NA,1,1,0,0,0,0,20,0,IR004EE,0.8333333333333335,0,0,72.5,3.333333333333334,0.8333333333333335,0,5.833333333333334
126,-0.21439010861039917,NA,1,1,0,0,1,1,21,0,IR004EE,1.25,0,0,67.5,0.625,1.25,0,5.625
127,0.14292673907359968,NA,1,0,0,0,1,0,20,0,IR004EE,1.1111111111111107,0,0,75,2.2222222222222223,0.5555555555555554,0,6.666666666666666
128,-1.2863406516623956,NA,1,0,0,0,0,0,20,0,IR004EE,0.9677419354838708,0,1.290322580645162,108.06451612903228,2.5806451612903225,1.9354838709677415,0.32258064516129054,4.193548387096774
129,NA,NA,1,NA,0,0,0,0,19,0,IR004EE,2.727272727272727,0,0,85.45454545454545,1.818181818181818,3.6363636363636367,0,4.545454545454545
130,0.5002435867575985,NA,1,1,0,0,1,1,20,0,IR004EE,2.142857142857143,0,2.142857142857143,140,5,2.142857142857143,0,4.285714285714286
131,-0.9290238039783968,NA,1,1,0,0,1,1,20,0,IR004EE,1.5789473684210522,0,1.0526315789473684,102.10526315789474,3.1578947368421053,2.1052631578947367,0.5263157894736842,4.736842105263158
132,0.14292673907359968,NA,1,0,0,0,1,1,20,0,IR004EE,0.8333333333333336,0,0.8333333333333335,83.75,2.0833333333333335,2.0833333333333335,0.8333333333333333,6.25
133,NA,NA,1,0,1,0,1,1,19,0,IR006CS,0.7142857142857145,0.7692307692307696,3.076923076923077,95.3846153846154,3.571428571428571,0,0.7692307692307693,2.142857142857143
134,NA,0.32005400813490276,1,0,1,0,1,0,21,0,IR006CS,0.8333333333333333,0.8695652173913048,1.7391304347826089,65.21739130434783,2.0833333333333335,0,0.41666666666666674,2.083333333333333
135,NA,NA,1,0,1,0,0,0,21,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
136,NA,-0.7253536611797397,1,1,1,0,0,0,21,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
137,NA,NA,1,NA,1,1,0,0,21,0,IR006CS,1.25,0.4347826086956524,2.1739130434782608,68.26086956521739,2.5,0,0.43478260869565233,2.083333333333333
138,NA,NA,1,NA,1,1,0,0,21,0,IR006CS,1.1538461538461535,0.39999999999999986,2,65.60000000000001,2.3076923076923075,0,0.4,1.9230769230769231
139,NA,NA,1,1,0,0,1,1,19,0,IR006CS,0.8,0.8333333333333336,1.25,61.25,1.6,0,0.4,2
140,NA,0.05870209080624213,1,1,1,0,1,0,19,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
141,NA,NA,1,0,0,1,1,1,19,0,IR006CS,1.3043478260869563,0.8695652173913048,2.1739130434782608,69.1304347826087,2.608695652173913,0,0.4545454545454546,2.173913043478261
142,NA,0.05870209080624213,1,1,0,0,1,1,19,0,IR006CS,1.25,1.25,2.5,90,3.75,0,1.4285714285714288,1.25
143,NA,NA,1,0,0,1,1,1,19,0,IR006CS,1.25,0.4347826086956524,1.739130434782609,65.21739130434783,2.0833333333333335,0,0.43478260869565233,2.083333333333333
144,NA,NA,1,1,0,0,1,1,21,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
145,NA,NA,1,0,0,0,0,0,21,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
146,NA,NA,1,0,0,0,1,1,21,0,IR006CS,1.25,0.4347826086956524,2.1739130434782608,67.39130434782608,2.5,0,0.43478260869565233,2.083333333333333
147,NA,NA,1,0,0,0,1,0,18,0,IR006CS,1.666666666666667,0.4347826086956524,2.608695652173912,72.60869565217392,2.916666666666666,0,0.4545454545454546,2.083333333333333
148,NA,0.5814059254635634,1,1,0,0,1,1,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
149,NA,-0.20264982652241847,1,1,1,0,0,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
150,NA,NA,1,0,1,1,0,0,18,0,IR006CS,1.25,0.4347826086956524,1.739130434782609,65.21739130434783,2.0833333333333335,0,0.43478260869565233,2.083333333333333
151,NA,NA,1,1,0,0,0,0,19,0,IR006CS,0.952380952380952,0.4999999999999999,2.0000000000000004,72,2.380952380952381,0,0.5,1.9047619047619049
152,NA,-0.7253536611797397,1,0,1,0,0,0,19,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
153,NA,0.05870209080624213,1,0,0,0,0,1,19,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666663,2.0000000000000004
154,NA,0.842757842792224,1,0,0,0,0,0,19,0,IR006CS,0.8333333333333333,0.4347826086956524,1.7391304347826089,63.04347826086956,2.0833333333333335,0,0.43478260869565233,1.666666666666667
155,NA,2.149517429435527,1,0,0,0,1,1,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
156,NA,NA,1,0,0,1,1,1,20,0,IR006CS,0.8,0.8000000000000002,1.6,62.400000000000006,2.0000000000000004,0,0.4,2
157,NA,-0.7253536611797397,1,0,0,0,1,0,19,0,IR006CS,3.333333333333334,0,0,20,0,0,0,3.333333333333334
158,NA,NA,1,NA,1,1,1,1,18,0,IR006CS,1.7391304347826086,0,2.727272727272727,70.45454545454545,3.0434782608695654,0,0.47619047619047616,1.7391304347826086
159,NA,NA,1,1,0,1,1,1,21,0,IR006CS,0.7692307692307693,0.7999999999999998,1.1999999999999995,60,1.5384615384615383,0,0.3846153846153847,1.9230769230769231
160,NA,NA,1,1,1,0,0,0,19,0,IR006CS,0.8,0.8333333333333336,1.25,60.83333333333334,1.6,0,0.4,2
161,NA,-0.7253536611797397,1,1,1,0,0,1,18,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
162,NA,-0.20264982652241847,1,1,1,0,0,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
163,NA,-0.7253536611797397,1,1,1,0,0,0,21,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
164,NA,-0.7253536611797397,1,NA,1,0,1,0,22,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
165,NA,NA,1,0,0,0,1,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
166,NA,NA,1,0,1,0,1,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
167,NA,-0.7253536611797397,1,0,1,1,1,1,20,0,IR006CS,1.25,0.4347826086956524,1.739130434782609,65.21739130434783,2.0833333333333335,0,0.43478260869565233,2.083333333333333
168,NA,NA,1,1,0,1,1,1,20,0,IR006CS,1.1538461538461535,0.39999999999999986,2,65.60000000000001,2.3076923076923075,0,0.4,1.9230769230769231
169,NA,0.05870209080624213,1,0,0,1,1,1,19,0,IR006CS,1.1538461538461535,0.3846153846153848,1.9230769230769231,64.61538461538461,2.3076923076923075,0,0.4,1.9230769230769231
170,NA,0.5814059254635634,1,0,0,0,1,1,20,0,IR006CS,0.8333333333333333,0.8695652173913048,1.3043478260869563,62.608695652173914,1.6666666666666663,0,0.41666666666666674,2.083333333333333
171,NA,-0.7253536611797397,1,0,0,1,0,1,19,0,IR006CS,1.2,0.4166666666666668,2.0833333333333335,66.25,2.4,0,0.41666666666666674,2
172,NA,-0.7253536611797397,1,0,1,0,0,0,20,0,IR006CS,0.8333333333333333,0.8695652173913048,1.7391304347826089,65.21739130434783,2.0833333333333335,0,0.41666666666666674,2.083333333333333
173,NA,NA,1,1,1,0,0,0,18,0,IR006CS,0.8,0.8333333333333336,1.6666666666666663,64.16666666666666,2.0000000000000004,0,0.4,2
174,NA,NA,1,0,1,1,1,NA,19,0,IR006CS,1.6,0.4166666666666668,2.083333333333333,67.08333333333334,2.4,0,0.41666666666666674,1.6
175,NA,NA,1,1,0,0,0,0,21,0,IR006CS,1.25,0.4347826086956524,2.1739130434782608,65.65217391304347,2.5,0,0.43478260869565233,2.083333333333333
176,NA,NA,1,1,0,0,0,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
177,NA,0.842757842792224,1,0,1,0,1,0,18,0,IR006CS,1.3043478260869563,0.4545454545454547,2.2727272727272725,70,2.1739130434782608,0,0,1.7391304347826086
178,NA,0.842757842792224,1,0,1,0,0,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
179,NA,NA,1,0,1,1,NA,NA,20,0,IR006CS,1.7391304347826086,0.4545454545454547,2.2727272727272725,65.9090909090909,2.608695652173912,0,0.47619047619047616,1.7391304347826086
180,NA,0.842757842792224,1,0,0,0,0,0,19,0,IR006CS,1.1111111111111112,0,2.5,77.5,2.2222222222222223,0,0,3.333333333333334
181,NA,0.32005400813490276,1,0,0,0,0,0,18,0,IR006CS,1.25,0.4347826086956524,2.1739130434782608,67.82608695652173,2.5,0,0.43478260869565233,2.083333333333333
182,NA,-0.4640017438510791,1,1,1,1,0,0,20,0,IR006CS,0.8333333333333333,0.8695652173913048,1.3043478260869563,62.608695652173914,1.6666666666666663,0,0.41666666666666674,2.083333333333333
183,NA,NA,1,NA,0,0,0,0,18,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
184,NA,NA,1,1,0,1,1,1,18,0,IR006CS,1.5384615384615383,0.39999999999999986,2.4,70,2.6923076923076925,0,0.41666666666666674,1.9230769230769231
185,NA,NA,1,0,0,0,0,0,19,0,IR006CS,1.7391304347826086,0.4545454545454547,2.727272727272727,75.45454545454545,3.0434782608695654,0,0.47619047619047616,1.7391304347826086
186,NA,NA,1,1,1,0,NA,NA,23,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
187,NA,NA,1,0,1,0,1,1,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
188,NA,NA,1,1,1,0,1,0,20,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
189,NA,-0.7253536611797397,1,1,1,0,0,0,18,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
190,NA,NA,1,0,1,1,1,0,19,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
191,NA,NA,1,0,1,0,0,0,19,0,IR006CS,1.3043478260869563,0.4545454545454547,1.8181818181818177,66.36363636363637,2.1739130434782608,0,0.4545454545454545,2.173913043478261
192,NA,NA,1,1,1,0,0,0,20,0,IR006CS,0,0,10,170,5,0,0,5
193,NA,1.3654616774495452,1,0,0,0,1,1,19,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
194,NA,NA,1,0,1,0,0,0,19,0,IR006CS,0.8695652173913044,0.9090909090909092,1.8181818181818177,65.45454545454545,2.1739130434782608,0,0.43478260869565233,1.7391304347826086
195,NA,-0.7253536611797397,1,0,1,0,0,0,19,0,IR006CS,1.1538461538461535,0.39999999999999986,2,65.60000000000001,2.3076923076923075,0,0.4,1.9230769230769231
196,NA,-0.7253536611797397,1,1,1,0,0,0,22,0,IR006CS,1.1999999999999995,0.4166666666666668,2.083333333333333,66.66666666666666,2.4,0,0.41666666666666674,2
197,NA,NA,1,1,0,0,1,1,21,0,IR010CS,0.6896551724137929,3.4482758620689657,0.6896551724137931,85.17241379310346,3.4482758620689657,0,0.6896551724137931,3.793103448275862
198,NA,0.32005400813490276,1,0,1,0,0,0,18,0,IR010CS,1.5999999999999996,3.2,0.8,94.8,3.1999999999999993,0.7999999999999998,0.8,2.8000000000000003
199,NA,NA,0,NA,0,0,1,1,20,0,IR010CS,1.111111111111111,2.2222222222222223,0,81.85185185185185,1.4814814814814814,0.7407407407407408,0,2.2222222222222223
200,NA,NA,1,0,0,1,0,0,19,0,IR010CS,1.7647058823529411,4.705882352941177,0,94.70588235294116,3.5294117647058822,1.176470588235294,0,3.5294117647058822
201,NA,NA,1,0,0,0,1,1,21,0,IR010CS,1.0000000000000002,2.333333333333333,0,82.33333333333333,1.6666666666666663,0.6666666666666666,0,2
202,NA,NA,1,0,0,0,1,1,20,0,IR010CS,0.7407407407407407,3.703703703703704,0.7407407407407409,87.4074074074074,3.703703703703704,0,0.7407407407407409,4.444444444444445
203,NA,0.32005400813490276,1,0,1,1,1,0,20,0,IR010CS,1.666666666666667,2.5,0.8333333333333335,99.16666666666666,2.5,0.8333333333333333,0.8333333333333335,0.8333333333333333
204,NA,NA,1,1,0,0,1,1,18,0,IR010CS,1.9230769230769231,3.4615384615384617,0.3846153846153847,90.76923076923076,3.076923076923077,0.7692307692307696,0.3846153846153847,3.076923076923077
205,NA,0.05870209080624213,1,0,0,1,1,0,18,0,IR010CS,0.6896551724137929,4.137931034482759,0.6896551724137931,92.0689655172414,4.137931034482759,0,0.6896551724137931,4.137931034482759
206,NA,NA,1,NA,0,0,1,0,20,0,IR010CS,1.25,3.333333333333334,0.8333333333333333,97.5,3.333333333333334,0.8333333333333335,0.8333333333333333,2.916666666666666
207,NA,NA,1,0,1,0,1,0,19,0,IR010CS,1.1111111111111112,3.703703703703704,0.37037037037037046,84.07407407407408,3.333333333333334,0.37037037037037046,0.37037037037037046,4.444444444444445
208,NA,-0.7253536611797397,1,1,0,0,1,1,20,0,IR010CS,1.7857142857142856,2.8571428571428568,0.7142857142857145,94.28571428571428,2.8571428571428577,0.7142857142857145,0.7142857142857145,2.8571428571428568
209,NA,NA,1,1,0,1,1,1,19,0,IR010CS,1.111111111111111,3.333333333333334,1.111111111111111,92.5925925925926,3.703703703703704,0.37037037037037046,1.111111111111111,4.0740740740740735
210,NA,NA,1,1,0,0,1,1,20,0,IR010CS,0.3448275862068967,3.793103448275862,0.6896551724137931,87.24137931034483,3.793103448275862,0,0.6896551724137931,4.827586206896552
211,NA,NA,1,0,0,0,1,0,20,0,IR010CS,1.0714285714285716,2.5,0,82.14285714285714,1.7857142857142856,0.7142857142857144,0,2.142857142857143
212,NA,NA,1,0,0,0,1,1,20,0,IR010CS,0.7407407407407407,3.7037037037037033,0.7407407407407408,84.44444444444444,3.7037037037037033,0,1.1111111111111107,4.444444444444445
213,NA,NA,1,1,0,0,0,0,20,0,IR010CS,0.645161290322581,3.548387096774194,0.645161290322581,87.09677419354838,3.548387096774194,0,0.645161290322581,4.193548387096774
214,NA,NA,1,1,0,0,1,1,21,0,IR010CS,0.6896551724137929,3.793103448275862,0.6896551724137931,86.89655172413794,3.793103448275862,0,0.6896551724137931,4.482758620689655
215,NA,1.3654616774495452,1,0,0,1,1,1,20,0,IR010CS,1.3333333333333337,2.666666666666667,0,81.66666666666666,2,0.6666666666666666,0,2.333333333333333
216,NA,NA,1,1,1,1,0,0,20,0,IR010CS,0.7692307692307694,4.230769230769231,0.7692307692307696,90,4.230769230769231,0,0.7692307692307696,4.615384615384616
217,NA,0.32005400813490276,1,1,0,1,1,1,20,0,IR010CS,1.0000000000000002,3.6666666666666665,0.3333333333333333,84.66666666666667,3.333333333333334,0.3333333333333333,0.3333333333333333,4.333333333333334
218,NA,-0.7253536611797397,1,1,0,1,1,1,19,0,IR010CS,0.625,3.125,1.25,105,3.75,0.625,1.25,1.875
219,NA,NA,1,1,0,0,0,0,20,0,IR010CS,1.111111111111111,2.2222222222222223,0,80.74074074074075,1.4814814814814814,0.7407407407407408,0,2.2222222222222223
220,NA,NA,1,0,1,0,0,0,20,0,IR010CS,1.0000000000000002,2,0,78.66666666666667,1.3333333333333337,0.6666666666666666,0,2.333333333333333
221,NA,NA,1,0,1,1,0,0,20,0,IR010CS,0.9523809523809524,0.9523809523809524,0,68.57142857142857,0.9523809523809524,0,0,1.9047619047619049
222,NA,0.842757842792224,1,NA,0,0,1,1,19,0,IR010CS,0.6896551724137929,3.793103448275862,0.6896551724137931,88.9655172413793,3.793103448275862,0,0.6896551724137931,4.482758620689655
223,NA,-0.7253536611797397,1,1,0,1,0,1,20,0,IR010CS,1.0714285714285716,3.571428571428571,0.3571428571428572,87.5,3.2142857142857144,0.3571428571428572,0.3571428571428572,4.642857142857143
224,NA,-0.7253536611797397,1,1,1,0,0,0,22,0,IR010CS,1.111111111111111,2.592592592592593,0,82.96296296296296,1.8518518518518523,0.7407407407407408,0,2.2222222222222223
225,NA,NA,1,0,1,0,1,0,0,1,IR010CS,1.111111111111111,2.2222222222222223,0,76.2962962962963,1.4814814814814814,0.7407407407407408,0,2.592592592592593
226,NA,0.5814059254635634,1,0,0,0,1,1,18,0,IR010CS,1.1428571428571428,3.7142857142857144,0.2857142857142857,82,3.428571428571429,0.2857142857142857,0.2857142857142857,4.857142857142857
227,NA,-0.7253536611797397,1,1,0,1,1,1,19,0,IR010CS,0.7142857142857144,3.928571428571429,0.7142857142857144,86.78571428571429,3.928571428571429,0,0.7142857142857144,4.642857142857142
228,NA,NA,1,0,1,1,1,0,19,0,IR010CS,1.2903225806451617,2.5806451612903225,0,80,1.9354838709677415,0.645161290322581,0,4.193548387096774
229,NA,NA,0,NA,0,0,1,1,21,0,IR010CS,1.1999999999999995,3.5999999999999996,1.5999999999999996,101.6,4.8,0.3999999999999999,1.5999999999999996,3.5999999999999996
230,NA,-0.7253536611797397,1,1,0,0,1,0,19,0,IR010CS,1.6,3.1999999999999993,0.3999999999999999,91.20000000000002,2.8,0.7999999999999998,0.3999999999999999,3.2
231,NA,0.05870209080624213,1,0,0,0,0,0,20,0,IR010CS,0.645161290322581,3.548387096774194,0.645161290322581,87.09677419354838,3.548387096774194,0,0.645161290322581,4.193548387096774
232,NA,NA,1,1,0,0,1,1,20,0,IR010CS,1.1428571428571428,2.571428571428571,0,84,2,0.5714285714285714,0,2.571428571428571
233,NA,-0.7253536611797397,1,0,0,0,1,0,20,0,IR010CS,1.25,2.5,0,82.5,1.666666666666667,0.8333333333333335,0,2.5
234,NA,-0.4640017438510791,1,1,0,1,1,1,19,0,IR010CS,1.0714285714285716,3.571428571428571,0.7142857142857145,91.07142857142858,3.571428571428571,0.3571428571428572,0.7142857142857145,2.5
235,NA,NA,1,1,1,0,1,0,20,0,IR010CS,0.6896551724137929,3.793103448275862,0.6896551724137931,86.89655172413794,3.793103448275862,0,0.6896551724137931,4.482758620689655
236,NA,NA,1,0,1,1,1,0,20,0,IR010CS,0.9677419354838708,3.548387096774194,0.3225806451612905,86.4516129032258,3.225806451612904,0.3225806451612905,0.3225806451612905,4.516129032258064
237,NA,-0.7253536611797397,1,0,0,0,1,1,20,0,IR010CS,0.9677419354838708,3.870967741935484,0.6451612903225811,84.51612903225806,3.870967741935484,0,0.6451612903225811,4.838709677419355
238,NA,-0.7253536611797397,1,0,1,0,1,0,20,0,IR010CS,0.6896551724137929,3.4482758620689657,0.6896551724137933,84.82758620689654,3.4482758620689657,0,0.6896551724137933,4.137931034482759
239,NA,2.4108693467641875,1,0,1,0,0,0,20,0,IR010CS,1.0714285714285716,2.142857142857143,0,78.92857142857143,1.4285714285714288,0.7142857142857144,0,2.5
240,NA,NA,1,0,1,1,1,1,21,0,IR010CS,1,2.666666666666667,0,83.66666666666667,2.0000000000000004,0.6666666666666666,0,2.333333333333333
241,NA,NA,1,0,0,0,1,1,20,0,IR010CS,0.9677419354838708,1.935483870967742,0,77.74193548387098,1.2903225806451613,0.645161290322581,0,2.258064516129032
242,NA,-0.7253536611797397,1,1,1,0,0,0,21,0,IR010CS,0.3999999999999999,3.1999999999999993,1.2,98.4,3.5999999999999996,0.3999999999999999,1.2,2.8000000000000003
243,NA,0.842757842792224,1,0,1,0,1,0,18,0,IR010CS,1.5999999999999996,3.1999999999999993,0.8,99.2,3.5999999999999996,0.7999999999999998,0.8,2.4
244,NA,0.32005400813490276,1,0,0,0,1,1,19,0,IR010CS,1.0344827586206895,3.793103448275862,0.34482758620689663,84.48275862068967,3.4482758620689657,0.34482758620689663,0.34482758620689663,4.482758620689655
245,NA,0.842757842792224,1,0,0,0,1,1,21,0,IR010CS,1.111111111111111,3.703703703703704,1.111111111111111,90,4.0740740740740735,0.37037037037037057,1.111111111111111,4.444444444444445
246,NA,NA,1,1,0,1,1,1,21,0,IR010CS,1.111111111111111,3.7037037037037033,0.37037037037037046,84.07407407407408,3.333333333333334,0.37037037037037046,0.37037037037037046,4.444444444444445
247,NA,NA,1,0,0,1,0,0,21,0,IR010CS,1.111111111111111,2.962962962962963,0,85.18518518518519,2.2222222222222223,0.7407407407407408,0,2.962962962962963
248,NA,-0.7253536611797397,1,1,1,0,1,0,0,1,IR010CS,1.0344827586206895,3.4482758620689653,0.6896551724137929,95.51724137931032,3.4482758620689653,0.34482758620689663,0.6896551724137929,3.103448275862069
249,NA,NA,1,1,1,0,0,0,20,0,IR010CS,0.7692307692307694,2.6923076923076925,0,84.61538461538461,1.9230769230769231,0.7692307692307694,0,1.9230769230769231
250,NA,NA,1,1,1,0,0,0,19,0,IR010CS,1.3333333333333337,2.666666666666667,0,74,2,0.3333333333333333,0,3.6666666666666665
251,NA,NA,1,1,1,0,0,0,21,0,IR010CS,0.7407407407407407,4.0740740740740735,0.7407407407407409,84.44444444444444,4.0740740740740735,0,0.7407407407407409,5.185185185185185
252,NA,-0.7253536611797397,1,1,0,0,1,0,20,0,IR010CS,0.625,3.75,0.625,84.375,3.75,0,0.625,4.6875
253,NA,-0.20264982652241847,1,1,1,0,1,1,20,0,IR010CS,0.6896551724137929,3.793103448275862,0.6896551724137931,86.89655172413794,3.793103448275862,0,0.6896551724137931,4.482758620689655
254,NA,NA,1,0,0,0,1,1,20,0,IR010CS,1.5384615384615383,2.6923076923076925,0,80,1.9230769230769231,0.7692307692307696,0,3.076923076923077
255,NA,NA,1,1,0,0,1,0,20,0,IR010CS,1.818181818181818,3.1818181818181825,0.45454545454545464,91.8181818181818,2.727272727272727,0.9090909090909092,0.45454545454545464,2.727272727272727
256,NA,1.3654616774495452,1,1,0,0,0,0,20,0,IR010CS,1.0000000000000002,4,0.3333333333333333,85.66666666666666,3.6666666666666665,0.3333333333333333,0.3333333333333333,4.333333333333334
257,NA,NA,1,0,0,1,1,1,19,0,IR010CS,1.1538461538461535,3.076923076923077,0.3846153846153848,79.61538461538461,2.6923076923076925,0.3846153846153848,0.3846153846153848,3.4615384615384617
