subject,studentnum,fac_reservation,e_attend,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
Hot,510,0.7692307692307693,3,1,0,0,0,19,0,IR012EE,1.5384615384615383,0,145.3846153846154,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,511,0,1,0,0,0,0,18,0,IR012EE,0,0,153.33333333333334,10,0,0,0
Physics,511,0,1,0,0,0,0,18,0,IR012EE,2,0,182,2,2,2,0
Math,512,0,1,1,0,0,0,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,512,0,1,1,0,0,0,18,0,IR012EE,2,0,182,2,2,2,0
Math,513,0,3,1,0,1,1,17,0,IR012EE,0,0,130,5,5,0,0
Physics,513,1.6666666666666663,8,1,0,1,1,17,0,IR012EE,0,0,151.66666666666666,1.666666666666667,0,0,0
Math,514,0,14,1,0,1,0,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,514,2,10,1,0,1,0,18,0,IR012EE,2,0,152,2,2,4,0
Hot,515,0,4.5,0,0,0,1,18,0,IR012EE,1.4285714285714288,0,141.42857142857142,4.285714285714286,0.7142857142857144,2.142857142857143,1.4285714285714288
Hot,516,1.666666666666667,5,0,0,0,0,17,0,IR012EE,1.1111111111111112,0,142.77777777777777,3.8888888888888897,1.666666666666667,2.2222222222222223,2.2222222222222223
Hot,517,1.5384615384615383,4,0,0,1,1,18,0,IR012EE,1.5384615384615383,0,133.84615384615384,4.615384615384616,0.7692307692307693,3.076923076923077,0.7692307692307693
Hot,518,0.7692307692307693,3.5,1,0,0,0,17,0,IR012EE,1.5384615384615383,0,145.3846153846154,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,519,0,1,0,0,1,1,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,519,2,1,0,0,1,1,18,0,IR012EE,2,0,152,2,2,4,0
Math,520,0,3,1,0,0,0,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,520,2,2.5,1,0,0,0,18,0,IR012EE,2,0,152,2,2,4,0
Math,521,0,5,1,0,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,521,2,4.5,1,0,0,0,17,0,IR012EE,2,0,152,2,2,4,0
Hot,522,0.7692307692307693,5.5,0,0,1,0,17,0,IR012EE,1.5384615384615383,0,145.3846153846154,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,523,0,9,0,0,0,1,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,523,2,5,0,0,0,1,18,0,IR012EE,2,0,152,2,2,4,0
Math,524,0,1,0,0,0,0,17,0,IR012EE,0,0,120,6.666666666666666,3.333333333333334,0,0
Physics,524,2.8571428571428568,1,0,0,0,0,17,0,IR012EE,1.4285714285714288,0,152.85714285714286,1.4285714285714288,2.8571428571428577,0,1.4285714285714288
Math,525,0,0,1,0,1,0,18,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,525,0,8.5,1,0,1,0,18,0,IR012EE,2,0,158,2,4,2,2
Math,526,0,1,1,0,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,526,2,0.5,1,0,0,0,17,0,IR012EE,2,0,152,2,2,4,0
Hot,527,0,6,0,0,1,1,18,0,IR012EE,0.7692307692307693,0,136.9230769230769,3.8461538461538463,0.7692307692307693,1.5384615384615383,1.5384615384615383
Math,528,0,2,1,0,0,0,18,0,IR012EE,0,0,140,10,0,0,0
Physics,528,0,2,1,0,0,0,18,0,IR012EE,2,0,182,2,2,2,0
Math,529,0,0,1,0,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,529,2.8571428571428568,0,1,0,0,0,17,0,IR012EE,1.4285714285714288,0,148.57142857142858,1.4285714285714288,1.4285714285714288,2.8571428571428568,0
Hot,530,0.7692307692307693,10,1,0,0,0,17,0,IR012EE,1.5384615384615383,0,145.3846153846154,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Hot,531,0,7,1,1,0,0,17,0,IR012EE,1.5384615384615383,0,141.53846153846155,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,532,0,1.5,1,0,0,0,18,0,IR012EE,0,0,120,6.666666666666666,3.333333333333334,0,0
Physics,532,2.5,7,1,0,0,0,18,0,IR012EE,0,0,140,0,2.5,2.5,0
Math,533,0,6.5,0,0,1,1,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,533,2,5,0,0,1,1,17,0,IR012EE,2,0,152,2,2,4,0
Hot,534,0.7692307692307693,3,0,0,1,1,18,0,IR012EE,1.5384615384615383,0,145.3846153846154,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,535,0,1,1,0,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,535,0,1.5,1,0,0,0,17,0,IR012EE,2,0,182,2,2,2,0
Hot,536,2.2222222222222223,4,0,0,0,0,17,0,IR012EE,2.2222222222222223,0,132.22222222222223,5.555555555555555,0,3.333333333333334,1.1111111111111112
Math,537,0,1,1,0,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,537,0,1,1,0,0,0,17,0,IR012EE,1.6666666666666663,0,168.33333333333331,1.6666666666666663,3.333333333333334,1.6666666666666663,1.666666666666667
Hot,538,0,6,1,0,1,0,19,0,IR012EE,1.5384615384615383,0,141.53846153846155,4.615384615384616,0.7692307692307693,2.3076923076923075,0.7692307692307693
Math,539,0,2.5,1,0,1,0,17,0,IR012EE,0,0,140,10,0,0,0
Physics,539,2,0.5,1,0,1,0,17,0,IR012EE,2,0,134,2,0,4,0
Math,540,0,8.5,1,1,0,0,17,0,IR012EE,0,0,136.66666666666666,10,0,0,0
Physics,540,2,9,1,1,0,0,17,0,IR012EE,2,0,146,2,2,4,0
Math,541,0,1,0,0,1,1,18,0,IR016EE,5,0,200,10,0,5,0
Physics,541,3.6363636363636367,1,0,0,1,1,18,0,IR016EE,2.727272727272727,0,71.81818181818181,9.09090909090909,0.909090909090909,7.272727272727273,1.8181818181818183
Math,542,0,15,1,0,1,0,20,0,IR016EE,0,0,80,10,0,5,5
Physics,542,2,12.5,1,0,1,0,20,0,IR016EE,2,1,90,10,0,7,2.0000000000000004
Physics,543,5,0,0,0,1,1,18,0,IR016EE,3,1.0000000000000002,80,9,1,8,1
Hot,544,3.333333333333334,8,1,0,0,0,21,0,IR016EE,3.75,1.25,109.58333333333331,10,0,6.25,1.25
Math,545,0,1,1,0,0,1,19,0,IR016EE,0,10,235,10,0,10,0
Physics,545,2,1,1,0,0,1,19,0,IR016EE,1.0000000000000002,2.0000000000000004,83,10,0,8,0
Math,546,0,2.5,1,0,1,0,18,0,IR016EE,10,0,340,10,0,0,0
Physics,546,2.5,6,1,0,1,0,18,0,IR016EE,1.25,2.5,125,8.75,1.25,6.25,1.25
Hot,547,2.999999999999999,8,1,0,0,0,18,0,IR016EE,2,1.5,133.5,9.5,0.49999999999999994,7,1.5
Math,548,0,5,0,0,1,1,18,0,IR016EE,5,0,200,10,0,5,0
Physics,548,1,0,0,0,1,1,18,0,IR016EE,2.0000000000000004,1,75,10,0,7,2
Math,549,0,1,0,1,1,1,18,0,IR016EE,0,0,80,10,0,10,0
Physics,549,6.25,1,0,1,1,1,18,0,IR016EE,1.25,2.5,46.25,10,0,6.25,0
Math,550,0,1.5,0,1,1,0,18,0,IR016EE,10,0,340,10,0,0,0
Physics,550,4,0,0,1,1,0,18,0,IR016EE,0,2,52,10,0,6,0
Math,551,0,2,1,0,1,1,18,0,IR016EE,0,10,180,10,0,10,0
Physics,551,1,2,1,0,1,1,18,0,IR016EE,2,1,112,10,0,9,2
Math,552,0,1.5,1,0,1,0,19,0,IR016EE,0,0,60,10,0,10,0
Physics,552,3.75,6.5,1,0,1,0,19,0,IR016EE,3.75,0,110,8.75,1.25,7.5,1.25
Math,553,0,0.5,0,0,1,1,18,0,IR016EE,5,0,200,10,0,5,0
Physics,553,3.333333333333334,0.5,0,0,1,1,18,0,IR016EE,3.333333333333334,0,77.77777777777777,8.88888888888889,1.1111111111111112,7.777777777777778,1.1111111111111112
Math,554,0,1,0,0,1,0,18,0,IR016EE,5,0,200,10,0,5,0
Physics,554,3,1,0,0,1,0,18,0,IR016EE,2.0000000000000004,0,72,9,1,8,2
Math,555,0,4,0,0,1,0,18,0,IR016EE,0,0,80,10,0,10,0
Physics,555,2.2222222222222223,6,0,0,1,0,18,0,IR016EE,1.111111111111111,1.111111111111111,92.2222222222222,8.88888888888889,1.1111111111111112,5.555555555555555,3.333333333333334
Math,556,0,1,0,0,1,1,18,0,IR016EE,0,0,80,10,0,5,5
Physics,556,3.333333333333334,0,0,0,1,1,18,0,IR016EE,2.5,0.8333333333333333,60,10,0,7.5,1.666666666666667
Hot,557,2.083333333333333,6,0,0,1,0,19,0,IR016EE,2.5,1.666666666666667,108.75,10,0,7.083333333333334,0.8333333333333333
Hot,558,2.8571428571428568,10,0,0,1,1,19,0,IR016EE,2.8571428571428568,1.4285714285714288,103.33333333333331,9.523809523809524,0.47619047619047605,5.7142857142857135,2.3809523809523805
Hot,559,3.6363636363636367,3,1,0,1,1,19,0,IR016EE,2.2727272727272725,1.3636363636363635,104.0909090909091,10,0,7.272727272727273,1.3636363636363638
Math,560,0,1,0,0,1,1,19,0,IR016EE,0,0,80,10,0,5,5
Physics,560,4,1,0,0,1,1,19,0,IR016EE,2,2.0000000000000004,65,10,0,8,1.0000000000000002
Math,561,0,8,1,1,1,1,18,0,IR016EE,0,0,80,10,0,5,5
Physics,561,4.545454545454545,0,1,1,1,1,18,0,IR016EE,2.727272727272727,0.909090909090909,60,10,0,7.272727272727273,0.9090909090909088
Math,562,0,1,1,0,1,1,18,0,IR016EE,0,0,75,10,0,10,0
Physics,562,2.727272727272727,3,1,0,1,1,18,0,IR016EE,2.727272727272727,0.909090909090909,77.27272727272728,10,0,7.272727272727273,0.909090909090909
Math,563,0,1,0,0,1,0,18,0,IR016EE,0,10,235,10,0,10,0
Physics,563,2,0,0,0,1,0,18,0,IR016EE,1.0000000000000002,2.0000000000000004,121,10,0,7,2.0000000000000004
Math,564,0,4,0,0,1,1,17,0,IR016EE,0,0,80,10,0,5,5
Physics,564,5,3,0,0,1,1,17,0,IR016EE,1.0000000000000002,1,58,10,0,7,0
Math,565,0,1,0,0,1,1,19,0,IR016EE,5,0,210,10,0,0,5
Physics,565,5.555555555555555,1,0,0,1,1,19,0,IR016EE,1.111111111111111,0,68.88888888888889,8.88888888888889,1.1111111111111112,6.666666666666666,2.2222222222222223
Math,566,0,6,1,0,1,1,17,0,IR016EE,5,0,210,10,0,0,5
Physics,566,3.6363636363636367,6.5,1,0,1,1,17,0,IR016EE,1.8181818181818177,1.818181818181818,79.0909090909091,9.09090909090909,0.9090909090909088,6.363636363636363,0.909090909090909
Math,567,0,15,0,0,1,1,18,0,IR016EE,10,0,340,10,0,0,0
Physics,567,2.2222222222222223,0,0,0,1,1,18,0,IR016EE,1.1111111111111107,2.2222222222222223,105.55555555555556,10,0,7.777777777777778,1.111111111111111
Math,568,0,1.5,0,0,1,1,18,0,IR016EE,0,0,75,10,0,10,0
Physics,568,3,0,0,0,1,1,18,0,IR016EE,3,1,76,10,0,6,0
Math,569,0,1,1,0,1,1,18,0,IR016EE,0,0,80,10,0,0,10
Physics,569,1.666666666666667,0.5,1,0,1,1,18,0,IR016EE,1.666666666666667,1.666666666666667,73.33333333333334,8.333333333333334,1.666666666666667,6.666666666666666,1.666666666666667
Math,570,0,1,1,0,1,0,20,0,IR016EE,0,0,80,10,0,10,0
Physics,570,3.333333333333334,0,1,0,1,0,20,0,IR016EE,1.111111111111111,2.2222222222222223,100,8.88888888888889,1.1111111111111112,6.666666666666666,2.2222222222222223
Physics,571,4.444444444444445,1,0,0,0,0,18,0,IR016EE,3.333333333333334,2.2222222222222223,97.7777777777778,10,0,7.777777777777778,1.1111111111111112
Hot,572,3.75,4,0,1,1,1,17,0,IR016EE,3.333333333333334,0.8333333333333335,105,9.583333333333334,0.41666666666666674,5.833333333333334,1.666666666666667
Hot,573,1.7647058823529411,7,1,0,0,0,16,0,IR016EE,2.352941176470588,1.7647058823529411,120,10,0,7.0588235294117645,0.588235294117647
Hot,574,3.0434782608695654,7,1,0,1,0,19,0,IR016EE,3.4782608695652173,0.8695652173913043,107.3913043478261,10,0,6.956521739130435,0.8695652173913047
Hot,575,2.173913043478261,8,1,1,1,1,19,0,IR016EE,2.1739130434782608,1.3043478260869563,123.04347826086956,9.565217391304348,0.43478260869565233,8.26086956521739,1.3043478260869563
Math,576,0,1,0,1,1,1,18,0,IR016EE,0,0,80,10,0,5,5
Physics,576,4.545454545454545,4,0,1,1,1,18,0,IR016EE,1.818181818181818,0.909090909090909,60,10,0,6.363636363636363,0.9090909090909088
Hot,577,1.5999999999999996,15,1,0,1,1,18,0,IR016EE,3.2,1.2,124.4,10,0,7.199999999999999,0.8
Hot,578,1.9047619047619049,7,1,0,0,1,19,0,IR016EE,2.8571428571428577,1.9047619047619049,135.71428571428572,10,0,6.190476190476191,0.9523809523809524
Hot,579,2.1052631578947367,6.5,0,1,1,1,19,0,IR016EE,2.6315789473684212,2.1052631578947367,136.84210526315792,10,0,5.263157894736842,0.5263157894736844
Hot,580,2,8,0,0,1,1,19,0,IR016EE,3,2,147.5,10,0,7,1.5000000000000002
Math,581,0,1,1,0,0,0,17,0,IR016EE,0,0,80,10,0,10,0
Physics,581,3.75,0,1,0,0,0,17,0,IR016EE,2.5,2.5,110,10,0,6.25,2.5
Math,582,0,1,1,0,1,0,19,0,IR016EE,10,0,340,10,0,0,0
Physics,582,4,1,1,0,1,0,19,0,IR016EE,2.0000000000000004,1,83,9,1.0000000000000002,8,1
Hot,583,3.4782608695652173,3,0,0,0,0,18,0,IR016EE,3.9130434782608696,0.8695652173913043,109.13043478260872,9.565217391304348,0.4347826086956524,6.521739130434783,0.8695652173913047
Hot,584,3.636363636363636,3.5,0,0,1,0,17,0,IR016EE,2.2727272727272725,1.3636363636363638,123.18181818181816,9.545454545454549,0.4545454545454546,6.818181818181818,1.3636363636363638
Math,585,0,1.5,1,0,1,1,18,0,IR016EE,0,10,290,10,0,10,0
Physics,585,1,0,1,0,1,1,18,0,IR016EE,1.0000000000000002,2.999999999999999,129,10,0,8,2.0000000000000004
Hot,586,2,8,1,0,0,0,19,0,IR016EE,2,1,113,10,0,7.5,1.5
Math,587,0,1,1,0,1,0,17,0,IR016EE,0,0,80,10,0,5,5
Physics,587,4.166666666666666,0,1,0,1,0,17,0,IR016EE,2.5,0,77.5,9.166666666666666,0.8333333333333333,7.5,1.666666666666667
Hot,588,2.7777777777777777,1,0,0,1,1,18,0,IR016EE,0.5555555555555554,1.666666666666667,107.7777777777778,8.88888888888889,1.111111111111111,5.555555555555555,4.444444444444445
Math,589,0,4,0,0,1,1,18,0,IR016EE,0,0,80,10,0,10,0
Physics,589,3.333333333333334,0,0,0,1,1,18,0,IR016EE,1.111111111111111,3.333333333333334,111.11111111111111,10,0,4.444444444444445,1.111111111111111
Hot,590,2.7272727272727275,8,1,0,1,0,19,0,IR016EE,1.818181818181818,1.818181818181818,131.36363636363637,10,0,9.09090909090909,1.818181818181818
Math,591,0,1,1,0,1,0,18,0,IR016EE,0,0,75,10,0,10,0
Physics,591,4,1,1,0,1,0,18,0,IR016EE,2,1,69,10,0,6,0
Hot,592,2.173913043478261,7.5,1,0,1,0,19,0,IR016EE,2.1739130434782608,1.3043478260869563,124.34782608695652,10,0,7.391304347826086,1.3043478260869568
Math,593,0,1,1,0,0,0,18,0,IR016EE,0,0,60,10,0,10,0
Physics,593,3.333333333333334,0,1,0,0,0,18,0,IR016EE,3.333333333333334,1.111111111111111,98.88888888888889,8.88888888888889,1.1111111111111112,6.666666666666666,3.333333333333334
Physics,594,5,1,0,1,1,1,19,0,IR016EE,2.5,1.25,50,10,0,7.5,0
Math,595,0,1,1,0,0,0,18,0,IR016EE,0,10,235,10,0,10,0
Physics,595,1.4285714285714288,0.5,1,0,0,0,18,0,IR016EE,1.4285714285714288,1.4285714285714288,52.857142857142854,10,0,7.142857142857143,0
Math,596,0,1,1,0,1,0,18,0,IR016EE,5,0,200,10,0,5,0
Physics,596,2,1,1,0,1,0,18,0,IR016EE,2.0000000000000004,2,86,10,0,7,1
Hot,597,2.8571428571428568,6,1,0,1,1,19,0,IR016EE,2.8571428571428568,0.9523809523809524,118.0952380952381,10,0,6.190476190476191,1.4285714285714288
Math,598,0,0.5,1,0,1,1,18,0,IR016EE,0,0,80,10,0,10,0
Physics,598,4.285714285714286,0.5,1,0,1,1,18,0,IR016EE,0,2.8571428571428568,47.142857142857146,10,0,5.7142857142857135,0
Hot,599,3.0434782608695654,6,1,0,1,1,19,0,IR016EE,2.608695652173913,0.8695652173913043,108.69565217391305,10,0,6.521739130434783,1.3043478260869563
Math,600,0,1,0,0,0,0,18,0,IR016EE,10,0,340,10,0,0,0
Physics,600,2.5,3,0,0,0,0,18,0,IR016EE,0,2.5,100,10,0,7.5,2.5
Math,601,0,1.5,1,1,1,0,17,0,IR016EE,5,0,200,10,0,5,0
Physics,601,2.2222222222222223,1.5,1,1,1,0,17,0,IR016EE,2.2222222222222223,0,67.77777777777777,8.88888888888889,1.1111111111111112,8.88888888888889,3.333333333333334
Hot,602,3.6842105263157894,6,0,1,0,1,17,0,IR016EE,3.1578947368421044,1.5789473684210529,112.63157894736842,10,0,7.894736842105264,0.5263157894736844
Hot,603,2.1739130434782608,7,0,0,0,1,19,0,IR016EE,2.173913043478261,1.3043478260869563,124.34782608695652,10,0,8.695652173913043,0.8695652173913044
Math,604,0,2,0,0,1,1,19,0,IR016EE,0,10,235,10,0,10,0
Physics,604,2,1,0,0,1,1,19,0,IR016EE,1.0000000000000002,2.0000000000000004,119,9,1,8,2.0000000000000004
Hot,605,3.333333333333334,6,0,0,1,1,18,0,IR016EE,6.666666666666666,0,133.33333333333334,10,0,6.666666666666666,0
Hot,606,2.916666666666666,3,1,0,1,0,18,0,IR016EE,2.916666666666666,0.8333333333333335,101.66666666666669,10,0,7.5,0.8333333333333331
Hot,607,2.6315789473684212,7,1,0,0,0,18,0,IR016EE,3.6842105263157894,0.5263157894736843,119.47368421052632,9.473684210526317,0.5263157894736844,7.368421052631579,1.0526315789473688
Math,608,0,1,0,0,1,1,17,0,IR016EE,0,0,75,10,0,10,0
Physics,608,3.6363636363636367,1,0,0,1,1,17,0,IR016EE,2.727272727272727,0.909090909090909,73.63636363636363,10,0,7.272727272727273,0.909090909090909
Math,609,0,1,1,0,0,0,18,0,IR016EE,5,0,210,10,0,0,5
Physics,609,4.545454545454545,1,1,0,0,0,18,0,IR016EE,2.727272727272727,1.818181818181818,68.18181818181819,10,0,6.363636363636363,0
Math,610,0,1,0,0,1,1,17,0,IR016EE,5,0,210,10,0,0,5
Physics,610,4,0.5,0,0,1,1,17,0,IR016EE,2,1,73,9,1.0000000000000002,6,1
Math,611,0,1,0,0,1,1,19,0,IR016EE,10,0,340,10,0,0,0
Physics,611,2.8571428571428568,0,0,0,1,1,19,0,IR016EE,0,2.8571428571428568,61.42857142857143,10,0,7.142857142857143,1.4285714285714288
Physics,612,5,1,1,0,0,1,19,0,IR016EE,3,1,61,10,0,9,1
Hot,613,3.1818181818181825,4,1,0,1,1,18,0,IR016EE,3.1818181818181825,1.3636363636363635,114.54545454545456,10,0,7.727272727272727,1.3636363636363635
Math,614,0,2,1,0,0,0,18,0,IR016EE,0,0,90,10,0,10,0
Physics,614,4.545454545454545,1,1,0,0,0,18,0,IR016EE,2.727272727272727,0.909090909090909,73.63636363636363,10,0,6.363636363636363,0
Physics,615,4.166666666666666,0,0,0,1,1,18,0,IR016EE,2.5,0.8333333333333333,51.66666666666667,10,0,6.666666666666666,0.8333333333333333
Math,616,0,1,1,0,0,0,19,0,IR016EE,0,0,80,10,0,10,0
Physics,616,4.285714285714286,1,1,0,0,0,19,0,IR016EE,1.4285714285714288,1.4285714285714288,47.142857142857146,10,0,8.571428571428571,1.4285714285714288
Physics,617,7.5,1.5,0,0,1,0,19,0,IR016EE,1.25,1.25,30,10,0,8.75,0
Hot,618,3.333333333333334,5,1,0,1,0,19,0,IR016EE,1.3333333333333337,2,104.66666666666669,10,0,7.333333333333334,1.3333333333333337
Hot,619,4.117647058823529,7.5,1,1,1,1,19,0,IR016EE,3.5294117647058822,0.588235294117647,124.70588235294116,9.411764705882351,0.588235294117647,7.647058823529411,1.7647058823529411
Math,620,0,1,0,0,1,1,17,0,IR016EE,5,0,210,10,0,0,5
Physics,620,4.545454545454545,1,0,0,1,1,17,0,IR016EE,0.9090909090909088,0.909090909090909,44.54545454545454,9.09090909090909,0.9090909090909088,6.363636363636363,0.909090909090909
Math,621,0,1,1,1,0,1,17,0,IR016EE,10,0,340,10,0,0,0
Physics,621,2.2222222222222223,1,1,1,0,1,17,0,IR016EE,1.1111111111111112,1.111111111111111,102.2222222222222,10,0,7.777777777777778,1.111111111111111
Hot,622,4,8,0,0,1,1,18,0,IR016EE,3,2.5,98,10,0,7.5,1.5
Math,623,0,2,0,0,1,1,18,0,IR016EE,5,0,210,10,0,0,5
Physics,623,5.454545454545454,1,0,0,1,1,18,0,IR016EE,0.9090909090909088,0.909090909090909,40.90909090909091,9.09090909090909,0.9090909090909088,5.454545454545454,0
Math,624,0,15,0,0,1,1,18,0,IR020CS,0,0,160,10,0,0,10
Physics,624,0,3,0,0,1,1,18,0,IR020CS,0,0,68,2,0,2,6
Math,625,0,2,1,0,0,0,18,0,IR020CS,0,0,160,10,0,0,10
Physics,625,0,2,1,0,0,0,18,0,IR020CS,1.4285714285714288,0,80,2.8571428571428577,0,2.8571428571428577,2.8571428571428577
Hot,626,0,6,0,0,1,1,18,0,IR020CS,1.7647058823529411,0,124.70588235294116,4.11764705882353,1.176470588235294,4.705882352941177,5.882352941176471
Math,627,0,2,0,1,1,0,18,0,IR020CS,0,0,160,10,0,0,10
Physics,627,0,1.5,0,1,1,0,18,0,IR020CS,0,0,88.57142857142858,2.8571428571428577,0,2.8571428571428577,5.7142857142857135
Math,628,0,6,0,1,1,1,20,0,IR020CS,0,0,160,10,0,0,10
Physics,628,0,7,0,1,1,1,20,0,IR020CS,3.333333333333334,0,116.66666666666666,3.333333333333334,0,3.333333333333334,6.666666666666666
Hot,629,0,8,0,0,1,0,18,0,IR020CS,1.3333333333333333,0,120,4.666666666666666,0.6666666666666667,4.666666666666667,7.333333333333334
Hot,630,0,6.5,1,0,1,1,18,0,IR020CS,0,0,105.29411764705884,5.294117647058823,0,4.117647058823529,5.882352941176471
Hot,631,0,4,0,0,0,0,19,0,IR020CS,1.7647058823529411,0,123.52941176470588,4.11764705882353,1.176470588235294,4.705882352941177,5.882352941176471
Math,632,0,0.5,0,0,0,0,18,0,IR020CS,0,0,160,10,0,0,10
Physics,632,0,0.5,0,0,0,0,18,0,IR020CS,3.333333333333334,0,116.66666666666666,3.333333333333334,0,3.333333333333334,6.666666666666666
Hot,633,0,7,1,0,1,1,19,0,IR020CS,1.666666666666667,0,113.88888888888889,3.8888888888888897,1.1111111111111107,4.444444444444445,5.555555555555555
Hot,634,0,6,0,0,0,1,19,0,IR020CS,1.666666666666667,0,111.11111111111111,4.444444444444445,1.1111111111111107,4.444444444444445,5.555555555555555
Math,635,0,4.5,0,0,1,1,18,0,IR020CS,5,0,170,10,0,5,10
Physics,635,0,0,0,0,1,1,18,0,IR020CS,2.8571428571428577,0,111.42857142857142,5.7142857142857135,0,5.7142857142857135,5.7142857142857135
Math,636,0,1,0,1,1,1,19,0,IR020CS,0,0,160,10,0,0,10
Physics,636,0,1,0,1,1,1,19,0,IR020CS,2.8571428571428577,0,115.71428571428572,4.285714285714286,0,4.285714285714286,7.142857142857143
Hot,637,0,6.5,0,1,1,0,18,0,IR020CS,1.666666666666667,0,110.55555555555556,4.444444444444445,1.1111111111111107,4.444444444444445,6.111111111111112
Hot,638,0,7.5,0,0,1,1,19,0,IR020CS,1.3333333333333333,0,122,4.666666666666667,1.3333333333333337,5.333333333333333,6.666666666666666
Math,639,0,0.5,0,1,0,0,18,0,IR020CS,5,0,170,10,0,5,10
Physics,639,0,0.5,0,1,0,0,18,0,IR020CS,4,0,100,6,0,6,6
Hot,640,0,8,0,0,1,1,17,0,IR020CS,1.3333333333333333,0,124,4,1.3333333333333337,5.333333333333333,6
Math,641,0,7,0,0,1,1,19,0,IR020CS,0,0,160,10,0,0,10
Physics,641,0,8,0,0,1,1,19,0,IR020CS,3.333333333333334,0,116.66666666666666,3.333333333333334,0,3.333333333333334,6.666666666666666
Hot,642,0,7.5,0,0,1,1,19,0,IR020CS,0.6666666666666667,0,106.66666666666666,5.333333333333333,0.6666666666666667,5.333333333333333,6
Hot,643,0,8.5,1,1,0,0,20,0,IR020CS,1.7647058823529411,0,117.64705882352942,4.11764705882353,1.176470588235294,4.11764705882353,5.882352941176471
Hot,644,0,6.5,1,0,0,0,18,0,IR020CS,0.588235294117647,0,108.82352941176472,5.294117647058823,0,4.117647058823529,5.882352941176471
Hot,645,0,6.5,1,0,0,0,18,0,IR020CS,0.6666666666666666,0,108.66666666666669,4.666666666666667,0,3.333333333333334,6
Hot,646,0,5,0,0,1,1,20,0,IR020CS,1.0526315789473686,0,107.36842105263158,5.263157894736842,0.5263157894736844,4.736842105263158,6.315789473684211
Math,647,0,1,1,0,1,0,19,0,IR020CS,0,0,160,10,0,0,10
Physics,647,0,1,1,0,1,0,19,0,IR020CS,3.333333333333334,0,111.66666666666666,3.333333333333334,0,3.333333333333334,6.666666666666666
Hot,648,0,3.5,0,0,0,0,19,0,IR020CS,1.875,0,121.25,4.375,1.25,5,6.25
Hot,649,0,3.5,0,1,1,0,18,0,IR020CS,1.7647058823529411,0,116.47058823529412,3.5294117647058822,0.588235294117647,4.117647058823529,5.294117647058823
Math,650,0,1,0,0,0,0,19,0,IR020CS,0,0,160,10,0,0,10
Physics,650,0,1,0,0,0,0,19,0,IR020CS,1.4285714285714288,0,100,4.285714285714286,0,4.285714285714286,5.7142857142857135
Hot,651,0,7,0,0,1,0,18,0,IR020CS,1.7647058823529411,0,123.52941176470588,4.11764705882353,1.176470588235294,4.705882352941177,5.882352941176471
Hot,652,0,9,0,0,0,0,18,0,IR020CS,1.875,0,120,3.75,0.625,4.375,5
Hot,653,0,6,0,0,1,1,19,0,IR020CS,1.0526315789473686,0,104.73684210526316,4.2105263157894735,1.0526315789473684,4.2105263157894735,5.7894736842105265
Hot,654,0,5,0,0,1,0,18,0,IR020CS,0.5555555555555554,0,117.7777777777778,5.555555555555555,0.5555555555555554,5,5
Math,655,0,1,1,1,1,0,19,0,IR020CS,0,0,160,10,0,0,10
Physics,655,0,0.5,1,1,1,0,19,0,IR020CS,4,0,126,4,0,4,8
Math,656,0,15,0,1,1,0,19,0,IR020CS,0,0,160,10,0,0,10
Physics,656,0,14.5,0,1,1,0,19,0,IR020CS,3.333333333333334,0,106.66666666666666,5,0,5,5
Hot,657,0,9,1,0,1,0,19,0,IR020CS,1.25,0,103.125,4.375,0.625,3.75,5
Hot,658,0,5,0,0,0,0,19,0,IR020CS,1.875,0,111.25,5,0.625,4.375,6.25
Hot,659,0,7,0,0,1,1,19,0,IR020CS,0.588235294117647,0,106.47058823529412,5.294117647058823,0,4.705882352941177,5.882352941176471
Math,660,0,3,0,0,0,0,18,0,IR020CS,0,0,160,10,0,0,10
Physics,660,0,3,0,0,0,0,18,0,IR020CS,3.333333333333334,0,116.66666666666666,3.333333333333334,0,3.333333333333334,6.666666666666666
