subject,studentnum,fac_reservation,e_attend,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
Physics,155,4.444444444444445,8,1,0,0,0,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,156,2.592592592592593,12.5,1,0,0,0,16,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,157,0,8,0,1,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,157,4.444444444444445,8,0,1,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,158,0,0,0,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,158,4.444444444444445,0,0,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,159,0,10,0,1,1,1,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,159,4.444444444444445,7,0,1,1,1,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,160,2.592592592592593,8,0,0,1,0,17,0,IR006CS,1.851851851851852,2.2222222222222223,104.07407407407408,4.0740740740740735,0,2.2222222222222223,1.111111111111111
Hot,161,2.592592592592593,5.5,1,0,1,0,20,0,IR006CS,1.8518518518518523,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,162,2.592592592592593,6,1,0,0,0,19,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,163,2.592592592592593,7,1,0,1,1,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,164,2.592592592592593,8,1,0,0,0,16,0,IR006CS,1.851851851851852,1.8518518518518523,99.62962962962963,3.703703703703704,0,1.8518518518518523,0.7407407407407407
Math,165,0,7.5,1,0,0,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,165,4.444444444444445,8.5,1,0,0,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,166,0,6,1,0,0,0,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,166,4.444444444444445,1,1,0,0,0,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,167,0,6,0,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,167,4.444444444444445,1.5,0,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,168,0,2,1,1,1,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,168,4.444444444444445,1,1,1,1,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,169,2.592592592592593,6.5,0,0,0,0,19,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,170,2.592592592592593,8,1,0,0,0,17,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,171,2.592592592592593,8,0,0,0,0,17,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,172,2.592592592592593,1.5,0,1,1,1,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,173,0,9,1,0,0,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,173,4.444444444444445,9,1,0,0,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,174,2.592592592592593,8.5,1,0,1,0,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,175,0,1,1,0,0,0,16,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,175,4.444444444444445,1,1,0,0,0,16,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,176,0,2,1,0,0,0,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,176,4.444444444444445,1.5,1,0,0,0,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,177,0,1,0,0,0,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,177,4.444444444444445,1,0,0,0,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,178,2.592592592592593,8,1,0,0,0,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,179,2.592592592592593,5,1,0,1,0,19,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,180,2.592592592592593,6.5,1,1,0,0,17,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,181,0,0,0,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,181,4.444444444444445,5,0,0,1,1,18,0,IR006CS,2.222222222222222,3.333333333333334,130,5.555555555555555,0,2.2222222222222223,1.1111111111111112
Math,182,0,6,1,0,1,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,182,4.444444444444445,6.5,1,0,1,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,183,0,13,1,1,1,0,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,183,4,8.5,1,1,1,0,17,0,IR006CS,4,2,104,6,0,4,0
Math,184,0,15,1,0,0,0,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,184,4.444444444444445,15,1,0,0,0,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,185,2.592592592592593,5.5,0,1,1,1,16,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,186,0,15,1,0,0,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,186,4.444444444444445,15,1,0,0,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,187,0,3.5,1,0,1,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,187,4.444444444444445,0.5,1,0,1,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,188,2.9411764705882346,5.5,1,0,1,1,17,0,IR006CS,2.352941176470588,2.9411764705882346,109.41176470588236,5.294117647058823,0,2.352941176470588,1.176470588235294
Hot,189,2.592592592592593,9,1,1,1,1,15,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,190,0,1,1,0,0,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,190,4.444444444444445,1,1,0,0,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,191,2.592592592592593,6,0,0,1,1,19,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,192,0,1.5,1,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,192,4.444444444444445,6.5,1,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,193,0,9,1,0,1,1,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,193,4.444444444444445,8.5,1,0,1,1,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,194,2.592592592592593,5.5,0,0,1,0,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Hot,195,2.592592592592593,8.5,1,0,1,1,19,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,196,0,14.5,1,0,0,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,196,5.7142857142857135,8.5,1,0,0,0,18,0,IR006CS,2.8571428571428577,1.4285714285714288,107.14285714285714,4.285714285714286,0,2.8571428571428568,0
Math,197,0,10.5,1,1,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,197,4.444444444444445,8,1,1,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,198,2.592592592592593,5,1,0,0,0,22,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,199,0,10.5,1,0,0,0,0,1,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,199,4.444444444444445,12.5,1,0,0,0,0,1,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,200,0,7,1,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,200,4.444444444444445,6.5,1,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,201,0,6.5,0,0,1,1,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,201,4.444444444444445,10.5,0,0,1,1,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,202,0,5.5,1,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,202,4.444444444444445,4,1,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,203,0,13.5,0,0,1,0,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,203,4.444444444444445,13,0,0,1,0,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,204,0,2,0,0,1,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,204,4.444444444444445,0,0,0,1,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,205,2.592592592592593,8,1,0,0,0,18,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,206,0,3.5,1,0,0,0,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,206,4.444444444444445,6.5,1,0,0,0,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,207,0,15,1,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,207,4.444444444444445,15,1,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,208,0,15,1,0,0,0,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,208,4.444444444444445,15,1,0,0,0,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,209,0,5.5,1,0,1,1,18,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,209,4.444444444444445,5.5,1,0,1,1,18,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,210,0,14,0,0,1,1,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,210,4.444444444444445,10,0,0,1,1,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,211,0,2,1,0,0,0,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,211,4.444444444444445,1.5,1,0,0,0,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,212,2.8000000000000003,8.5,0,0,0,0,17,0,IR006CS,1.5999999999999996,2.0000000000000004,103.2,3.6000000000000005,0,2.0000000000000004,0.8
Hot,213,2.592592592592593,6.5,1,0,1,1,17,0,IR006CS,1.851851851851852,2.2222222222222223,103.7037037037037,4.0740740740740735,0,1.8518518518518523,1.111111111111111
Math,214,0,1,0,0,1,1,19,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,214,4.444444444444445,1,0,0,1,1,19,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Math,215,0,2,0,0,1,1,17,0,IR006CS,0,5,132.5,7.5,0,2.5,0
Physics,215,4.444444444444445,2,0,0,1,1,17,0,IR006CS,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
Hot,216,0.625,6,1,0,0,0,17,0,IR010CS,4.375,1.25,111.25,3.75,0,3.75,5
Hot,217,0.588235294117647,2,0,0,0,0,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,218,0,2,0,0,1,1,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,218,3.333333333333334,2,0,0,1,1,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,219,0.625,7,0,1,0,1,19,0,IR010CS,5,0,129.375,3.125,0,3.75,5
Hot,220,0.588235294117647,6,0,1,1,1,17,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,221,0,3,0,1,1,0,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,221,3.333333333333334,2,0,1,1,0,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,222,0.588235294117647,6,0,1,1,1,19,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,223,0,15,0,0,0,0,18,0,IR010CS,6.666666666666666,0,146.66666666666666,6.666666666666666,0,10,6.666666666666666
Physics,223,5,15,0,0,0,0,18,0,IR010CS,5,0,125,5,0,0,0
Math,224,0,1,0,1,0,0,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,224,3.333333333333334,1,0,1,0,0,19,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Math,225,0,8,0,0,1,0,18,0,IR010CS,5,0,130,5,0,10,5
Physics,225,5,6.5,0,0,1,0,18,0,IR010CS,5,0,105,5,0,0,5
Hot,226,0.625,1,1,0,0,0,19,0,IR010CS,4.375,1.25,115,3.75,0,3.75,5
Hot,227,0.625,7,0,1,1,0,17,0,IR010CS,4.375,0,123.125,2.5,0,3.75,5
Math,228,0,1,0,1,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,228,3.333333333333334,1,0,1,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,229,0.625,5,0,1,1,1,17,0,IR010CS,5,0,129.375,3.125,0,3.75,5
Math,230,0,15,0,0,0,0,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,230,3.333333333333334,15,0,0,0,0,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,231,0.588235294117647,4,0,0,1,0,17,0,IR010CS,5.294117647058823,0,141.1764705882353,2.9411764705882346,0,4.117647058823529,5.882352941176471
Math,232,0,15,0,0,0,0,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,232,3.333333333333334,15,0,0,0,0,17,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Hot,233,0.625,6,0,0,1,1,18,0,IR010CS,5,0,129.375,3.125,0,3.75,5
Math,234,0,15,0,0,0,0,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,234,3.333333333333334,12,0,0,0,0,19,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Math,235,0,9,0,1,0,0,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,235,3.333333333333334,10,0,1,0,0,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,236,0,1,1,0,1,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,236,3.333333333333334,1,1,0,1,0,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,237,0.625,6,0,0,0,1,18,0,IR010CS,5.625,0,133.75,3.75,0,3.75,4.375
Math,238,0,15,0,0,0,1,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,238,3.333333333333334,10,0,0,0,1,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,239,0,15,0,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,239,3.333333333333334,15,0,0,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,240,0.588235294117647,6,0,0,1,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,241,0,15,1,0,1,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,241,3.333333333333334,9.5,1,0,1,0,18,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Math,242,0,1.5,1,0,0,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,242,3.333333333333334,1,1,0,0,0,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,243,0,2,0,0,1,1,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,243,3.333333333333334,2,0,0,1,1,19,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,244,0.588235294117647,8,0,1,0,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Hot,245,0.588235294117647,5,0,0,0,0,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Hot,246,0.625,6,0,0,1,1,17,0,IR010CS,4.375,1.25,115,3.75,0,3.75,5
Math,247,0,1,0,0,0,0,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,247,3.333333333333334,1,0,0,0,0,19,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Hot,248,0.625,6,0,0,0,0,17,0,IR010CS,4.375,0,123.125,2.5,0,3.75,5
Hot,249,0.588235294117647,6,0,0,1,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,250,0,1.5,1,0,1,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,250,3.333333333333334,1.5,1,0,1,0,18,0,IR010CS,6.666666666666666,0,123.33333333333334,6.666666666666666,0,0,0
Math,251,0,15,0,0,0,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,251,3.333333333333334,15,0,0,0,1,18,0,IR010CS,6.666666666666666,0,123.33333333333334,6.666666666666666,0,0,0
Hot,252,0.588235294117647,6,0,1,1,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,253,0,1.5,0,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,253,3.333333333333334,1.5,0,0,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,254,0,8,1,0,0,0,16,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,254,3.333333333333334,6,1,0,0,0,16,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Hot,255,0.625,5.5,1,0,1,0,17,0,IR010CS,4.375,0,123.125,2.5,0,3.75,5
Math,256,0,2,0,0,0,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,256,3.333333333333334,2,0,0,0,0,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,257,0,2,0,0,1,0,20,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,257,3.333333333333334,1,0,0,1,0,20,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Hot,258,1.3333333333333333,9,0,0,0,1,18,0,IR010CS,6,0.6666666666666667,152,4,0,4,4
Hot,259,0.625,4,0,0,1,1,17,0,IR010CS,5,0,129.375,3.125,0,3.75,5
Hot,260,0.588235294117647,8,0,0,0,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Hot,261,1.3333333333333333,6,0,1,1,0,18,0,IR010CS,4.666666666666667,0.6666666666666667,145.33333333333334,2.6666666666666665,0,4,4.666666666666667
Math,262,0,8,0,0,1,0,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,262,3.333333333333334,7,0,0,1,0,19,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,263,0.625,6,0,0,0,0,19,0,IR010CS,4.375,0.625,132.5,3.125,0,3.75,4.375
Hot,264,0.6666666666666666,10.5,1,0,0,0,18,0,IR010CS,4,1.3333333333333333,130.66666666666666,3.333333333333334,0,4,5.333333333333333
Math,265,0,5.5,0,0,1,1,20,0,IR010CS,6.666666666666666,0,146.66666666666666,6.666666666666666,0,10,6.666666666666666
Physics,265,3.333333333333334,1.5,0,0,1,1,20,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Hot,266,0.588235294117647,7,1,0,1,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,267,0,8,0,1,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,267,3.333333333333334,7.5,0,1,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,268,0.625,6,0,0,0,0,16,0,IR010CS,5,0,148.125,3.125,0,3.75,5
Math,269,0,1,0,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,269,3.333333333333334,1,0,0,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,270,0.588235294117647,7,0,0,1,1,18,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Hot,271,1.25,6.5,1,0,1,0,18,0,IR010CS,4.375,0.625,121.875,2.5,0,3.75,4.375
Math,272,0,1.5,0,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,272,3.333333333333334,1,0,0,1,1,18,0,IR010CS,3.333333333333334,0,93.33333333333334,3.333333333333334,0,0,3.333333333333334
Math,273,0,12,0,1,0,1,17,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,273,3.333333333333334,5,0,1,0,1,17,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,274,0,1,0,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,274,3.333333333333334,1,0,0,1,1,18,0,IR010CS,6.666666666666666,0,123.33333333333334,6.666666666666666,0,0,0
Math,275,0,10,1,1,0,0,19,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,275,3.333333333333334,10,1,1,0,0,19,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,276,0,1,0,0,1,0,20,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,276,3.333333333333334,1,0,0,1,0,20,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Math,277,0,3.5,1,0,1,1,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
Physics,277,3.333333333333334,3.5,1,0,1,1,18,0,IR010CS,3.333333333333334,0,106.66666666666666,3.333333333333334,0,0,0
Hot,278,0.588235294117647,1,0,1,1,0,16,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Hot,279,0.588235294117647,6,0,0,1,0,16,0,IR010CS,4.117647058823529,1.176470588235294,116.47058823529412,3.5294117647058822,0,3.5294117647058822,4.705882352941177
Math,280,0,6,0,0,0,0,18,0,IR010CS,3.333333333333334,0,113.33333333333334,3.333333333333334,0,10,3.333333333333334
